name,artists_names,popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artists_popularities,artists_genres,artists_followers,predicted_mood
Duvet,bôa,75,2010-04-20,0.583,0.888,11.0,-9.414,0.0,0.0349,0.191,4.58e-05,0.0936,0.706,93.206,203600,4,64,,301652,happy
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,Eiffel 65,75,1999,0.822,0.969,7.0,-11.471,0.0,0.0582,0.259,0.000153,0.39,0.765,128.007,283748,4,64,bubblegum dance,322628,happy
Sugar (feat. Francesco Yates),Robin Schulz,75,2015-09-25,0.636,0.815,5.0,-5.098,0.0,0.0581,0.0185,0.0,0.163,0.636,123.063,219043,4,81,dance pop,3049539,energetic
GOSSIP (feat. Tom Morello),Måneskin,75,2023-01-13,0.706,0.821,9.0,-2.974,1.0,0.0617,0.00164,0.0,0.0981,0.918,139.914,168280,4,83,indie rock italiano,7134010,happy
Nights Like This (feat. Ty Dolla $ign),Kehlani,75,2019-02-22,0.61,0.725,8.0,-5.131,1.0,0.15,0.367,0.0,0.154,0.291,146.163,201788,4,76,dance pop,6741723,energetic
Piece Of Your Heart,MEDUZA,75,2019-02-01,0.677,0.744,10.0,-6.806,0.0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,4,78,edm,615994,energetic
The Beach,The Neighbourhood,75,2015-10-30,0.245,0.64,2.0,-7.426,0.0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,255133,4,85,modern alternative rock,12085017,sad
Shower,Becky G,75,2014-04-23,0.699,0.529,2.0,-7.548,1.0,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,206167,4,80,dance pop,13227490,sad
Caraluna,Bacilos,75,2002-06-25,0.76,0.773,9.0,-5.314,1.0,0.0675,0.176,0.0,0.1,0.895,102.789,266160,4,69,colombian pop,1656419,happy
Greatness,Quavo,75,2023-02-24,0.825,0.718,1.0,-2.896,1.0,0.0518,0.0732,0.000157,0.142,0.919,139.983,185001,4,81,atl hip hop,6474849,calm
Dear Future Husband,Meghan Trainor,75,2015-01-09,0.655,0.782,1.0,-4.789,1.0,0.185,0.375,0.0,0.317,0.832,79.427,184227,4,82,dance pop,13146302,energetic
Johnny B. Goode,Chuck Berry,75,1959-07-01,0.534,0.803,10.0,-9.129,1.0,0.0743,0.741,6.07e-05,0.307,0.969,167.983,161560,4,67,classic rock,1773300,happy
This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,75,2016-11-04,0.792,0.717,0.0,-4.759,0.0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,195547,4,70,edm,896311,energetic
Angin Kencang,Noh Salleh,75,2021-01-01,0.462,0.751,9.0,-5.043,1.0,0.0305,0.312,0.00316,0.103,0.499,87.992,237243,4,60,malaysian indie,72027,energetic
Count Me Out,Kendrick Lamar,75,2022-05-13,0.776,0.431,4.0,-7.544,0.0,0.091,0.671,0.0,0.153,0.495,133.999,283642,4,90,conscious hip hop,23452388,sad
Crazy In Love (feat. Jay-Z),Beyoncé,75,2003-03-10,0.664,0.758,2.0,-6.583,0.0,0.21,0.00238,0.0,0.0598,0.701,99.259,235933,4,87,dance pop,34130158,energetic
The 30th,Billie Eilish,75,2022-07-21,0.387,0.135,7.0,-14.398,1.0,0.051,0.929,0.0,0.0948,0.21,82.987,216448,4,89,art pop,78663825,sad
Without Me,Halsey,75,2018-10-04,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4,84,dance pop,19839462,sad
Better Off Alone,Alice Deejay,75,2000-10-01,0.671,0.882,8.0,-6.149,0.0,0.0552,0.00181,0.667,0.285,0.787,136.955,214883,4,61,eurodance,115443,calm
512,Mora,75,2021-02-05,0.818,0.673,4.0,-7.542,0.0,0.148,0.348,0.0,0.172,0.695,87.961,193636,4,84,trap latino,1635636,calm
Gimme Shelter,The Rolling Stones,75,1969-12-05,0.634,0.63,1.0,-8.277,0.0,0.031,0.447,0.039,0.17,0.489,118.628,270773,4,79,british invasion,12775728,sad
Wake Up in the Sky,Gucci Mane,75,2018-09-14,0.8,0.578,4.0,-5.144,0.0,0.0485,0.00381,0.0,0.359,0.367,143.01,204665,4,79,atl hip hop,4760198,sad
The Search,NF,75,2019-07-26,0.789,0.789,2.0,-4.813,1.0,0.298,0.598,0.0,0.099,0.37,119.95,248053,4,83,hip hop,8179362,energetic
Callaita,Bad Bunny,75,2022-05-06,0.608,0.626,2.0,-4.773,1.0,0.301,0.597,2.16e-06,0.25,0.246,176.086,250534,4,98,reggaeton,67091189,calm
Marlboro Nights,Lonely God,75,2018-06-28,0.466,0.823,2.0,-6.635,1.0,0.311,0.00237,0.000321,0.332,0.782,175.797,68523,4,60,modern indie pop,78689,energetic
Belong to the City,PARTYNEXTDOOR,75,2014-07-29,0.582,0.482,5.0,-9.813,0.0,0.0479,0.709,0.00138,0.129,0.193,88.198,98024,4,79,pop,4963954,sad
Sextape,Deftones,75,2008,0.367,0.634,5.0,-6.475,1.0,0.027,0.000824,0.0759,0.116,0.0964,89.981,241533,4,79,alternative metal,3726949,sad
Monalisa,Sarz,75,2022-05-19,0.828,0.726,10.0,-6.389,0.0,0.0419,0.106,0.00101,0.103,0.67,113.017,212976,4,63,afro dancehall,169541,calm
Vampiro,Matuê,75,2022-03-29,0.782,0.643,8.0,-4.956,0.0,0.0438,0.0136,0.0,0.0654,0.627,114.994,250435,4,76,r&b brasileiro,7837529,calm
Family Affair,Mary J. Blige,75,2001-08-28,0.911,0.551,8.0,-3.75,0.0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,265867,4,72,dance pop,3490426,calm
Step On Me,The Cardigans,75,1996-01-01,0.331,0.471,2.0,-5.631,1.0,0.0299,0.00644,0.0,0.0653,0.142,90.057,230186,4,68,dance pop,965348,sad
Enemy - From the series Arcane League of Legends,Imagine Dragons,75,2021-10-27,0.722,0.745,7.0,-4.164,1.0,0.256,0.247,0.0,0.419,0.52,77.029,173381,4,89,modern rock,46793110,energetic
Acquainted,The Weeknd,75,2015-08-28,0.372,0.478,7.0,-9.835,0.0,0.0503,0.482,0.0,0.0844,0.254,101.102,348853,4,98,canadian contemporary r&b,62165751,sad
BOOKER T,Bad Bunny,75,2020-11-27,0.883,0.6,7.0,-7.188,1.0,0.37,0.114,7.94e-06,0.0931,0.691,113.903,156430,4,98,reggaeton,67091189,calm
Let's Groove,"Earth, Wind & Fire",75,1981-11-14,0.869,0.648,11.0,-8.698,0.0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,339320,4,74,disco,3834271,calm
Fuiste Tú (feat. Gaby Moreno),Ricardo Arjona,75,2011,0.591,0.672,5.0,-3.515,1.0,0.0375,0.622,0.0,0.112,0.267,139.939,265307,4,78,cantautor,11425367,sad
Wake Me up When September Ends,Green Day,75,2004-09-21,0.546,0.814,7.0,-5.146,1.0,0.0314,0.023,0.0,0.0972,0.146,104.98,285653,4,80,permanent wave,13910935,energetic
In The Air Tonight - 2015 Remastered,Phil Collins,75,1981-01-01,0.446,0.239,0.0,-13.945,1.0,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,336453,4,77,mellow gold,5086322,sad
Bota na Pipokinha (feat. DJ FELYPINHO 013),MC Pipokinha,75,2021-09-15,0.949,0.866,11.0,-11.127,0.0,0.377,0.302,0.0156,0.425,0.139,129.996,193985,4,70,funk mtg,226948,energetic
What is Love,TWICE,75,2018-07-09,0.574,0.909,8.0,-1.573,1.0,0.0658,0.0987,0.0,0.264,0.569,169.966,208240,4,84,k-pop,17135379,energetic
Si No Te Tengo / Ángel / Aquello Que Pasó,Ke Personajes,75,2021-08-17,0.419,0.711,11.0,-4.083,0.0,0.0488,0.0513,0.0,0.243,0.529,82.18,428439,4,78,,1586939,calm
"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",A$AP Rocky,75,2015-05-26,0.394,0.661,4.0,-8.684,1.0,0.192,0.00996,0.0,0.343,0.335,149.818,260987,4,83,east coast hip hop,12051038,calm
All Along the Watchtower,Jimi Hendrix,75,1968-10-25,0.438,0.805,8.0,-6.237,1.0,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,4,72,acid rock,6123522,energetic
I Did Something Bad,Taylor Swift,75,2017-11-10,0.696,0.602,0.0,-6.156,0.0,0.159,0.0679,2.11e-05,0.0696,0.305,82.989,238253,4,100,pop,71194980,calm
How You Like That,BLACKPINK,75,2020-10-02,0.812,0.761,11.0,-5.222,1.0,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,4,87,k-pop,39215712,energetic
Hurricane,Luke Combs,75,2017-06-02,0.464,0.813,10.0,-6.185,1.0,0.0416,0.0153,0.0,0.254,0.515,75.977,222533,4,86,contemporary country,8248407,energetic
Beautiful Day (Thank You for Sunshine),Prinz,75,2023-01-20,0.843,0.564,0.0,-8.673,1.0,0.21,0.0874,0.0,0.104,0.618,142.086,110070,4,63,chill drill,64574,calm
Dark Beach,Pastel Ghost,75,2015-03-10,0.534,0.919,7.0,-7.318,1.0,0.0355,0.284,0.591,0.092,0.153,130.03,222000,4,65,dark synthpop,251191,calm
I Don't Wanna Do This Anymore,XXXTENTACION,75,2017-05-16,0.433,0.778,4.0,-7.681,1.0,0.041,0.843,0.0,0.139,0.764,114.208,87561,4,88,emo rap,41056818,happy
You're so Vain,Carly Simon,75,1972,0.659,0.678,0.0,-8.18,1.0,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,258411,4,64,adult standards,1001607,sad
You're Gonna Live Forever in Me,John Mayer,75,2017-04-14,0.542,0.131,7.0,-14.104,1.0,0.0316,0.983,0.00544,0.156,0.319,136.161,190013,4,79,neo mellow,5820229,sad
Stir Fry,Migos,75,2018-01-26,0.817,0.816,2.0,-5.402,1.0,0.269,0.00263,0.0,0.159,0.508,181.982,190288,4,78,atl hip hop,13068888,energetic
YuNg BrAtZ,XXXTENTACION,75,2017-05-16,0.755,0.695,9.0,-5.963,1.0,0.26,0.0179,0.0,0.107,0.493,128.063,101851,4,88,emo rap,41056818,calm
Knee Socks,Arctic Monkeys,75,2013-09-09,0.665,0.542,11.0,-8.323,0.0,0.033,0.123,0.00291,0.342,0.587,97.975,257563,4,88,garage rock,19236004,sad
MURDER PLOT,Kordhell,75,2022-12-15,0.615,0.965,11.0,-2.288,0.0,0.0903,0.000244,0.000945,0.11,0.721,140.106,126857,4,80,drift phonk,628977,happy
Old Town Road,Lil Nas X,75,2019-06-21,0.907,0.53,1.0,-6.112,1.0,0.127,0.0578,2.23e-06,0.101,0.507,135.998,113000,4,81,lgbtq+ hip hop,12368648,calm
Miss Independent,Ne-Yo,75,2008-01-01,0.673,0.683,1.0,-5.693,1.0,0.115,0.522,0.0,0.235,0.713,171.86,232000,4,80,dance pop,7853347,calm
Emeycé,3AM,75,2023-02-09,0.707,0.611,7.0,-5.798,1.0,0.0424,0.395,3.18e-06,0.11,0.416,93.004,176222,4,69,trap triste,222325,sad
Pretty Boy,The Neighbourhood,75,2020-09-25,0.578,0.386,6.0,-11.464,1.0,0.0278,0.208,0.0453,0.307,0.569,154.902,234093,4,85,modern alternative rock,12085017,sad
Love Story,Taylor Swift,75,2008-11-11,0.617,0.741,2.0,-3.97,1.0,0.0311,0.131,0.0,0.0772,0.306,118.984,236267,4,100,pop,71194980,sad
I Have Nothing,Whitney Houston,75,1992-11-17,0.541,0.401,0.0,-10.499,1.0,0.0365,0.576,0.0,0.164,0.24,152.943,289160,3,78,dance pop,9061239,sad
Lose Control,MEDUZA,75,2019-10-11,0.598,0.526,10.0,-8.659,0.0,0.0415,0.129,0.0,0.14,0.529,123.935,168387,4,78,edm,615994,sad
Borro Cassette,Maluma,75,2015-10-30,0.73,0.701,5.0,-5.885,0.0,0.106,0.132,0.0,0.151,0.785,175.95,207307,4,85,reggaeton,33547006,calm
Miss Americana & The Heartbreak Prince,Taylor Swift,75,2019-08-23,0.662,0.747,11.0,-6.926,0.0,0.0736,0.028,0.00615,0.138,0.487,150.088,234147,4,100,pop,71194980,energetic
Club Can't Handle Me (feat. David Guetta),Flo Rida,75,2010-11-24,0.616,0.869,0.0,-3.911,1.0,0.0327,0.0283,0.0,0.064,0.473,127.966,234560,4,80,dance pop,8819304,energetic
La Zona,Bad Bunny,75,2020-02-29,0.762,0.801,1.0,-3.661,0.0,0.0409,0.2,7.04e-05,0.254,0.81,93.992,136893,4,98,reggaeton,67091189,happy
"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",Wu-Tang Clan,75,1993-11-09,0.479,0.549,11.0,-10.551,0.0,0.373,0.57,0.0235,0.127,0.576,180.985,252187,4,70,east coast hip hop,2679966,calm
Eu Minto (Ao Vivo),US Agroboy,75,2023-01-27,0.644,0.87,8.0,-3.924,0.0,0.0716,0.589,0.0,0.616,0.895,154.993,160641,3,66,deboxe,122845,happy
8TEEN,Khalid,75,2017-04-27,0.83,0.585,1.0,-5.802,1.0,0.0366,0.225,0.00209,0.0576,0.642,105.03,228600,4,87,pop,15887353,calm
Arai (feat. Capo Plaza),Medy,75,2023-01-13,0.816,0.735,4.0,-4.809,0.0,0.101,0.0653,0.0,0.126,0.675,127.988,181668,4,66,italian hip hop,139861,energetic
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,75,2017-06-30,0.893,0.745,11.0,-3.105,0.0,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413,4,87,dance pop,23290302,happy
Matsuri,Fujii Kaze,75,2022-03-23,0.663,0.731,1.0,-7.335,1.0,0.0338,0.00892,0.0502,0.293,0.356,97.025,225920,4,76,japanese teen pop,1972386,sad
Rock with You - Single Version,Michael Jackson,75,1979-08-10,0.808,0.535,1.0,-12.521,1.0,0.0353,0.179,9.91e-05,0.158,0.848,114.031,220627,4,83,pop,26686955,calm
Éxtasis,Manuel Turizo,75,2022-10-27,0.829,0.747,7.0,-3.511,1.0,0.149,0.276,0.0,0.339,0.576,98.03,191607,4,85,colombian pop,11848110,energetic
CALLEJERO FINO | DJ TAO Turreo Sessions #723,DJ Tao,75,2022-10-20,0.774,0.877,10.0,-4.054,1.0,0.0623,0.0304,0.0,0.429,0.648,92.997,163260,4,67,cumbia 420,357697,energetic
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,75,2020-08-28,0.8,0.658,1.0,-6.142,0.0,0.079,0.25,0.0,0.111,0.462,140.042,195429,4,72,pop rap,706114,sad
Mente Positiva,Junior H,75,2020-03-27,0.576,0.604,5.0,-7.558,0.0,0.047,0.27,0.0,0.176,0.734,99.746,192391,3,90,corridos tumbados,6665289,sad
Demasiadas Mujeres,C. Tangana,75,2021-02-26,0.658,0.453,9.0,-7.378,0.0,0.39,0.131,0.0002,0.0848,0.358,126.043,153960,4,75,urbano espanol,2397429,calm
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,75,2017-09-08,0.664,0.708,8.0,-4.154,1.0,0.0474,0.0337,0.0,0.0841,0.742,103.07,174800,4,73,dance pop,8531641,happy
"Thee Thalapathy (From ""Varisu"")",Silambarasan TR,75,2022-12-04,0.674,0.907,10.0,-5.078,0.0,0.122,0.567,0.0,0.259,0.828,130.011,258000,4,67,filmi,182727,energetic
Duemilaminuti,Mara Sattei,75,2023-02-08,0.54,0.633,11.0,-4.643,0.0,0.0391,0.195,0.0,0.0376,0.193,132.823,224993,4,65,italian hip hop,114306,sad
In Da Club,50 Cent,75,2003-02-06,0.902,0.72,6.0,-2.776,0.0,0.347,0.26,0.0,0.0749,0.805,90.059,193467,4,84,east coast hip hop,10658572,calm
Instant Crush (feat. Julian Casablancas),Daft Punk,75,2013-05-17,0.775,0.585,10.0,-9.516,0.0,0.0271,0.0422,0.619,0.077,0.518,109.942,337560,4,83,electro,9303160,calm
Due,Elodie,75,2023-02-08,0.706,0.75,8.0,-4.778,1.0,0.114,0.111,0.0,0.0378,0.856,90.967,193926,4,67,italian pop,635015,energetic
Uno los Dos,Miranda!,75,2023-02-24,0.771,0.436,11.0,-6.531,1.0,0.0485,0.398,0.0,0.154,0.188,122.917,215427,3,73,electronica argentina,1071187,sad
Don't Call Me Up,Mabel,75,2019-01-18,0.674,0.881,9.0,-2.853,1.0,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,4,70,dance pop,1786904,energetic
"Crazy Story, Pt. 3",King Von,75,2019-09-20,0.729,0.73,11.0,-5.14,0.0,0.261,0.00165,4.33e-05,0.118,0.41,156.953,191399,4,77,chicago rap,2743496,energetic
The Kill,Thirty Seconds To Mars,75,2005-01-01,0.179,0.912,4.0,-3.881,0.0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533,3,68,modern rock,3307437,energetic
Down with the Sickness,Disturbed,75,2000-03-07,0.695,0.876,3.0,-4.262,0.0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,279213,4,75,alternative metal,5908245,energetic
Segundos Platos,Morat,75,2022-11-04,0.555,0.744,7.0,-5.278,1.0,0.0411,0.0489,0.0,0.0924,0.664,90.055,184667,4,84,colombian pop,8486070,happy
É Só Um Lance Lero Lero,DJ Dozabri,75,2022-11-04,0.905,0.713,7.0,-3.183,1.0,0.271,0.588,3.66e-06,0.0981,0.756,130.193,116308,4,61,funk mandelao,9151,calm
Where Is My Mind?,Pixies,75,1997-10-06,0.513,0.442,4.0,-13.529,1.0,0.0343,0.00731,0.000838,0.0878,0.243,81.201,229227,4,72,alternative rock,2493163,sad
In The Night,The Weeknd,75,2015-08-28,0.505,0.68,7.0,-4.993,1.0,0.0714,0.0796,0.0,0.0465,0.539,168.022,235653,3,98,canadian contemporary r&b,62165751,sad
Babydoll,Dominic Fike,75,2018-10-16,0.762,0.604,7.0,-5.296,0.0,0.11,0.114,0.0,0.0271,0.847,168.007,97960,4,74,alternative pop rock,1041251,calm
Red (Taylor's Version),Taylor Swift,75,2021-11-12,0.516,0.777,1.0,-4.908,0.0,0.0375,0.00108,1.62e-06,0.0761,0.408,125.047,223093,4,100,pop,71194980,energetic
Antologia,Shakira,75,1995-10-06,0.839,0.403,0.0,-11.059,1.0,0.0308,0.5,1.81e-06,0.0786,0.575,97.967,254240,4,92,colombian pop,28191070,sad
Sex Sounds,Lil Tjay,75,2019-10-11,0.857,0.427,8.0,-8.638,1.0,0.112,0.281,0.0,0.108,0.366,130.033,162453,4,82,brooklyn drill,6378711,calm
Self Esteem,The Offspring,75,1994-04-08,0.488,0.862,0.0,-7.595,1.0,0.0476,0.0204,0.0,0.359,0.706,104.56,257827,4,77,alternative metal,4962210,happy
Hail to the King,Avenged Sevenfold,75,2013-08-23,0.58,0.916,3.0,-4.358,0.0,0.0387,0.000297,0.0259,0.126,0.683,118.004,305907,4,76,alternative metal,6124290,energetic
Umbrella (with 21 Savage & Young Nudy),Metro Boomin,75,2022-12-02,0.822,0.788,11.0,-3.634,0.0,0.173,0.0838,0.000173,0.359,0.389,111.016,222000,4,90,rap,3983089,energetic
Is This Love,Bob Marley & The Wailers,75,1978,0.776,0.559,6.0,-8.375,0.0,0.103,0.11,0.0,0.0671,0.758,122.242,232200,4,80,reggae,11384244,calm
We Don't Talk About Bruno,Lin-Manuel Miranda,75,2021-11-19,0.577,0.45,0.0,-8.516,0.0,0.0834,0.357,0.0,0.111,0.83,205.863,216120,4,73,hollywood,558228,sad
Karma Police,Radiohead,75,1997-05-28,0.36,0.501,7.0,-9.129,1.0,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,264067,4,81,alternative rock,8027285,sad
Tampar,Juicy Luicy,75,2022-04-08,0.459,0.377,6.0,-9.024,1.0,0.0314,0.652,0.0,0.0947,0.433,169.896,202825,4,69,indonesian pop,463732,sad
I Can't Save You (Interlude) [with Future & feat. Don Toliver],Metro Boomin,75,2022-12-02,0.668,0.727,1.0,-4.613,1.0,0.248,0.0301,0.0,0.143,0.309,143.083,90720,4,90,rap,3983089,energetic
listen before i go,Billie Eilish,75,2019-03-29,0.319,0.0561,0.0,-23.023,1.0,0.045,0.935,0.00384,0.388,0.082,79.764,242652,3,89,art pop,78663825,sad
One More Time,Daft Punk,75,2001-03-12,0.613,0.697,2.0,-8.618,1.0,0.133,0.0194,0.0,0.332,0.476,122.746,320357,4,83,electro,9303160,calm
Fantasy,Mariah Carey,75,1995-10-03,0.669,0.727,7.0,-7.588,1.0,0.0353,0.139,0.0,0.123,0.807,102.322,243493,4,79,dance pop,8844943,energetic
Kabira,Pritam,75,2013-03-30,0.59,0.555,2.0,-6.861,1.0,0.0271,0.481,0.0,0.192,0.191,84.027,223460,4,88,filmi,12976344,sad
Forever,Lewis Capaldi,75,2019-05-17,0.646,0.355,1.0,-7.119,1.0,0.0263,0.873,0.0,0.115,0.364,84.988,210863,4,83,pop,10758291,sad
Don't You Want Me,The Human League,75,1981,0.731,0.738,9.0,-8.125,0.0,0.0377,0.184,0.0,0.214,0.958,117.656,236920,4,63,art rock,1022887,calm
Renegades,X Ambassadors,75,2015-06-30,0.526,0.862,2.0,-6.003,1.0,0.0905,0.0144,0.0597,0.229,0.528,90.052,195200,4,74,modern alternative rock,2838118,energetic
Call Me What You Like,Lovejoy,75,2023-02-10,0.517,0.891,0.0,-6.749,0.0,0.101,0.00905,0.0245,0.0654,0.363,152.007,226077,4,69,indie pop,1266931,energetic
Weekends,Jonas Blue,75,2023-02-03,0.571,0.937,6.0,-3.365,1.0,0.033,0.0337,3.71e-05,0.212,0.607,148.979,127004,4,76,dance pop,3762512,energetic
SUPERMODEL,Måneskin,75,2022-05-13,0.636,0.876,7.0,-3.413,1.0,0.0555,0.00164,0.0,0.117,0.799,120.983,148064,4,83,indie rock italiano,7134010,happy
Yale,Ken Carson,75,2020-08-14,0.728,0.442,1.0,-10.095,1.0,0.0565,0.000487,8.21e-06,0.149,0.441,142.025,106536,4,72,,436457,sad
Time Flies,Drake,75,2020-05-01,0.864,0.477,10.0,-5.786,1.0,0.224,0.201,0.0,0.182,0.5,86.46,192932,4,97,canadian hip hop,73660940,calm
Labios Rotos - En Vivo,Zoé,75,2011-01-01,0.579,0.758,11.0,-7.08,1.0,0.0281,0.0731,0.00292,0.708,0.288,109.054,243040,4,74,latin alternative,4935936,energetic
Uprising,Muse,75,2009-09-10,0.602,0.905,2.0,-4.046,1.0,0.0775,0.000202,0.064,0.117,0.411,128.019,304840,4,77,modern rock,7431182,energetic
